Date,Blast_No,No_of_Holes,Explosion,Per_Hole,Depth,No_of_Rows,Spacing,Seam_location,Vibrometer,Distance,PPV,Blast_Timing,Frequency,Q,TQ,SD,SD_TQ,Stemming,Ch_length,log_PPV,log_SD,log_SD_TQ,log_D,log_Q,log_TQ,log_N,log_Depth,Source,Zone
6.11.25,2.0,60.0,3600.0,45.0,6.0,4.0,4.0,Seam 5floor ,20697.0,480.0,3.364,2:36pm,4.125,45.0,2700.0,71.55417527999327,9.237604307034012,4.0,2.0,1.2131307421107016,4.270454859016777,2.223282577905726,6.173786103901937,3.80666248977032,7.901007051992421,4.0943445622221,1.791759469228055,Real,Real
06.11.25,2.0,60.0,3600.0,45.0,6.0,4.0,4.0,Seam 5floor ,20698.0,500.0,3.713,2:36pm,4.875,45.0,2700.0,74.53559924999298,9.622504486493762,4.0,2.0,1.311840175194943,4.3112768535370325,2.2641045724259814,6.214608098422191,3.80666248977032,7.901007051992421,4.0943445622221,1.791759469228055,Real,Real
06.11.25,2.0,60.0,3600.0,45.0,6.0,4.0,4.0,Seam 5floor ,15335.0,510.0,3.078,2:36pm,5.0,45.0,2700.0,76.02631123499285,9.814954576223638,4.0,2.0,1.1242800354166873,4.331079480833211,2.283907199722161,6.234410725718371,3.80666248977032,7.901007051992421,4.0943445622221,1.791759469228055,Real,Real
06.11.25,2.0,60.0,3600.0,45.0,6.0,4.0,4.0,Seam 5floor ,15336.0,490.0,3.812,2:36pm,7.125,45.0,2700.0,73.04488726499312,9.430054396763888,4.0,2.0,1.3381539857919558,4.291074146219512,2.243901865108462,6.194405391104673,3.80666248977032,7.901007051992421,4.0943445622221,1.791759469228055,Real,Real
06.11.25,2.0,60.0,3600.0,45.0,6.0,4.0,4.0,Seam 5floor ,23314.0,470.0,4.378,2:36pm,5.0,45.0,2700.0,70.06346329499341,9.045154217304136,4.0,2.0,1.4765919991006713,4.2494014498189445,2.2022291687078943,6.152732694704104,3.80666248977032,7.901007051992421,4.0943445622221,1.791759469228055,Real,Real
07.11.25,1.0,120.0,3600.0,25.0,3.5,5.0,4.0,Seam 4Floor ,20697.0,380.0,5.747,2:16pm,5.625,25.0,3000.0,76.0,6.937819061732104,2.333333333333333,1.1666666666666663,1.7486779795256044,4.330733340286331,1.936987468895308,5.940171252720432,3.218875824868201,8.006367567650246,4.787491742782046,1.252762968495368,Real,Real
07.11.25,1.0,120.0,3600.0,25.0,3.5,5.0,4.0,Seam 4Floor ,20698.0,420.0,4.582,2:16pm,7.75,25.0,3000.0,84.0,7.668115805072325,2.333333333333333,1.1666666666666663,1.5221355840313036,4.430816798843313,2.0370709274522905,6.040254711277414,3.218875824868201,8.006367567650246,4.787491742782046,1.252762968495368,Real,Real
07.11.25,1.0,120.0,3600.0,25.0,3.5,5.0,4.0,Seam 4Floor ,15335.0,440.0,7.081,2:16pm,7.625,25.0,3000.0,88.0,8.033264176742437,2.333333333333333,1.1666666666666663,1.957415140669637,4.477336814478207,2.0835909430871835,6.0867747269123065,3.218875824868201,8.006367567650246,4.787491742782046,1.252762968495368,Real,Real
07.11.25,1.0,120.0,3600.0,25.0,3.5,5.0,4.0,Seam 4Floor ,15336.0,470.0,5.12,2:16pm,9.875,25.0,3000.0,94.0,8.580986734247602,2.333333333333333,1.1666666666666663,1.6331544390514166,4.543294782270004,2.149548910878981,6.152732694704104,3.218875824868201,8.006367567650246,4.787491742782046,1.252762968495368,Real,Real
07.11.25,1.0,120.0,3600.0,25.0,3.5,5.0,4.0,Seam 4Floor ,23314.0,400.0,3.305,2:16pm,8.0,25.0,3000.0,80.0,7.302967433402214,2.333333333333333,1.1666666666666663,1.1954364733036495,4.382026634673881,1.9882807632828583,5.991464547107982,3.218875824868201,8.006367567650246,4.787491742782046,1.252762968495368,Real,Real
08.11.25,1.0,160.0,3600.0,35.0,6.0,5.0,4.0,Seam 4Floor ,20697.0,480.0,1.786,02:39:00,5.875,35.0,5600.0,81.1348084539376,6.414269805898185,4.0,2.0,0.5799784824543073,4.39611207315723,1.858525165540316,6.173786103901937,3.555348061489413,8.630521876723241,5.075173815233827,1.791759469228055,Real,Real
08.11.25,1.0,160.0,3600.0,35.0,6.0,5.0,4.0,Seam 4Floor ,20698.0,490.0,1.503,02:39:00,5.5,35.0,5600.0,82.82511696339462,6.547900426854397,4.0,2.0,0.4074631107708373,4.416731360359965,1.879144452743052,6.194405391104673,3.555348061489413,8.630521876723241,5.075173815233827,1.791759469228055,Real,Real
08.11.25,1.0,160.0,3600.0,35.0,6.0,5.0,4.0,Seam 4Floor ,15335.0,520.0,1.759,02:39:00,8.5,35.0,5600.0,87.89604249176573,6.948792289723033,4.0,2.0,0.5647454657554211,4.476154780830767,1.9385678732138527,6.253828811575473,3.555348061489413,8.630521876723241,5.075173815233827,1.791759469228055,Real,Real
08.11.25,1.0,160.0,3600.0,35.0,6.0,5.0,4.0,Seam 4Floor ,15336.0,540.0,1.769,02:39:00,6.25,35.0,5600.0,91.2766595106798,7.216053531635458,4.0,2.0,0.5704144151776482,4.513895108813613,1.9763082011967,6.29156913955832,3.555348061489413,8.630521876723241,5.075173815233827,1.791759469228055,Real,Real
08.11.25,1.0,160.0,3600.0,35.0,6.0,5.0,4.0,Seam 4Floor ,23314.0,500.0,2.577,02:39:00,5.375,35.0,5600.0,84.51542547285166,6.681531047810609,4.0,2.0,0.946625931670228,4.436934067677485,1.899347160060572,6.214608098422191,3.555348061489413,8.630521876723241,5.075173815233827,1.791759469228055,Real,Real
,,159.0,,34.15497228379747,3.6818091273076545,5.0,3.9791892533537423,Seam 4Floor ,,449.48064291745845,1.4939880085158392,,6.128389411969638,34.15497228379747,5430.640593123798,76.91021488513326,6.099376787257813,2.454539418205103,1.2272697091025515,0.4014490602499258,4.342638701046768,,6.108092789397,3.530908176700464,8.599812378920696,5.0689042022202315,1.303404242061326,Synthetic,A
,,95.0,,56.86291727030773,4.5983843472495325,7.0,4.278028323914428,Seam 3 floor ,,392.9408446109779,1.5524401528105307,,3.514784379275471,56.86291727030773,5401.977140679234,52.108984044615546,5.346268957892625,3.0655895648330214,1.5327947824165107,0.43982798516815635,3.9533373723698224,,5.9736590779212175,4.040643411102792,8.594520302703332,4.553876891600541,1.5257050129409497,Synthetic,A
,,106.0,,20.0,6.804081729839725,4.0,4.229050437805726,Seam 4 Floor ,,413.52090635500565,1.3126229536224978,,15.777268024018737,20.0,2120.0,92.46608567271174,8.98110017614205,4.5360544865598165,2.2680272432799082,0.27202739004651744,4.526841935912908,,6.024708072689903,2.995732273553991,7.659171367666058,4.663439094112067,1.9175226864896497,Synthetic,A
,,185.0,,24.26394156757315,5.594050171273614,5.0,4.319445522968387,Seam 4Floor ,,618.9828478781394,0.473603719931973,,8.565645985106297,24.26394156757315,4488.829190001033,125.66025569650563,9.238725740411764,3.729366780849076,1.864683390424538,-0.7473843408570966,4.8335818818008836,,6.428077562895416,3.1889913621890655,8.409347187267391,5.220355825078325,1.7217035635049427,Synthetic,A
,,92.0,,87.39221487214809,5.736535201344158,5.0,5.783653933319476,Seam Top -5,,328.6013905570186,5.504146984307014,,27.437161618225726,87.39221487214809,8040.083768237624,35.15062276148529,3.6647057544261896,3.8243568008961053,1.9121784004480527,1.7055018052721111,3.5596423353539297,,5.794845437356291,4.470406204004723,8.992194781053763,4.5217885770490405,1.7468554046182834,Synthetic,A
,,110.0,,69.03188100870085,4.922539170085272,3.0,5.17155454147588,Seam Top -3,,402.4035512558703,3.3354768592414534,,2.0,69.03188100870085,7593.506910957093,48.43250712974872,4.617858365158583,3.2816927800568476,1.6408463900284238,1.2046156554253198,3.8801712231889613,,5.997455443935132,4.234568441492342,8.935048807284758,4.700480365792417,1.5938244888555575,Synthetic,A
,,97.0,,20.0,3.1195755646685206,5.0,3.6089521573637655,Seam 4Floor ,,369.49492143139395,1.7278454544531572,,3.366606519180597,20.0,1940.0,82.62157616615407,8.388950051759977,2.079717043112347,1.0398585215561735,0.5468752303018704,4.414270859082148,,5.912136995859143,2.995732273553991,7.570443252057373,4.574710978503383,1.1376969556023062,Synthetic,A
,,73.0,,26.258119228104622,5.312549556050787,3.0,3.692490994330102,Seam 5 Floor ,,436.74637548773177,1.342132958176726,,7.260287247805633,26.258119228104622,1916.8427036516375,85.23098381975126,9.975532122918528,3.5416997040338583,1.7708498520169291,0.2942601082892582,4.4453650275832866,,6.079352650153702,3.2679752451408293,7.55843468628922,4.290459441148391,1.6700718624048232,Synthetic,A
,,83.0,,46.13633511786077,4.498151566658157,3.0,4.875868549607442,Seam Top -3,,377.12492197466247,2.2120619325964586,,2.0,46.13633511786077,3829.315814782444,55.52181910897361,6.094311387777936,2.9987677111054376,1.4993838555527188,0.7939250817294673,4.016776080592871,,5.932576490584043,3.8316008199823433,8.250441427778942,4.418840607796598,1.503666549425204,Synthetic,A
,,83.0,,89.00379801925052,7.001321177119859,5.0,4.702554851465217,Seam Top -5,,403.2701320347035,3.141993319512397,,29.62898058235587,89.00379801925052,7387.315235597794,42.745636440767726,4.691943151709211,4.667547451413239,2.3337737257066196,1.1448574136416072,3.755267118612124,,5.9996066402097314,4.488679043195216,8.907519650991814,4.418840607796598,1.9460988708347893,Synthetic,A
,,70.0,,88.39836083415145,5.706421440895694,5.0,4.504409845194975,Seam Top -5,,424.5083598528292,2.8619579526676833,,25.553308825404923,88.39836083415145,6187.885258390601,45.150663965854164,5.39653653024324,3.8042809605971293,1.9021404802985646,1.0515059894357297,3.810004985532366,,6.050931698968159,4.481853426871585,8.730348668920945,4.248495242049359,1.7415921093165108,Synthetic,A
,,55.0,,59.19776798400805,5.377917314271486,3.0,5.077203638480846,Seam Top -3,,476.052862587745,2.3341690344772923,,3.0254173237420203,59.19776798400805,3255.877239120443,61.873191044597,8.34297937848584,3.585278209514324,1.792639104757162,0.8476559538971942,4.1250869848186085,,6.165528903921782,4.080883838206348,8.088217023438819,4.007333185232471,1.6823011829184171,Synthetic,A
,,127.0,,20.0,3.6331321190103107,5.0,3.8894013341371005,Seam 4Floor ,,418.1838937885265,1.2606399550539789,,7.941568904002429,20.0,2540.0,93.50876136066974,8.297560808082828,2.422088079340207,1.2110440396701034,0.23161949286190456,4.538055136296849,,6.0359212730738445,2.995732273553991,7.8399193600125825,4.844187086458591,1.2900951189445493,Synthetic,A
,,157.0,,34.88575561835924,5.219216153366666,5.0,4.094860441779029,Seam 4Floor ,,488.6774690464937,1.369022564243352,,6.236769801672132,34.88575561835924,5477.0636320824005,82.73671029113663,6.603108334735349,3.4794774355777776,1.7397387177888888,0.31409702845196485,4.415663400648158,,6.191702699359179,3.552078597422042,8.60832440277035,5.056245805348308,1.652347228428783,Synthetic,A
,,77.0,,44.615259534422364,4.984088216407367,3.0,5.593193706107644,Seam Top -3,,440.4969492948641,1.6319447780932057,,2.0,44.615259534422364,3435.374984150522,65.94793377732069,7.515464549585494,3.3227254776049113,1.6613627388024557,0.4897724190167401,4.188865548533339,,6.087903519801433,3.7980759425361894,8.141881364389873,4.343805421853684,1.6062504812497318,Synthetic,A
,,66.0,,28.562106519396032,6.266914825160478,4.0,4.8818235830378205,Seam Top -5,,501.73954764969744,1.5987895174670315,,7.843143123176803,28.562106519396032,1885.099030280138,93.88219104118957,11.556098871666578,4.177943216773651,2.0889716083868257,0.4692467913330568,4.542040709453444,,6.21808115567012,3.3520808924333534,7.541735634459779,4.189654742026425,1.8352841801433948,Synthetic,A
,,92.0,,31.474778089545467,4.948565850311602,3.0,4.407289997659844,Seam Top -3,,461.1239785339281,1.5535293286367806,,2.0,31.474778089545467,2895.679584238183,82.19329061042846,8.569242915528179,3.2990439002077343,1.6495219501038672,0.4405293287437461,4.409073675986638,,6.133666940753482,3.4491865295336894,7.97097510658273,4.5217885770490405,1.599097807391785,Synthetic,A
,,102.0,,37.15454123402031,4.925834753194973,4.0,4.800553753873224,Seam Top -5,,382.1165174664679,1.474463871260594,,9.32667695172567,37.15454123402031,3789.7632058700715,62.688785974040165,6.207114740438647,3.2838898354633153,1.6419449177316576,0.3882944466065048,4.138182579554259,,5.945725581643298,3.6150860041780777,8.240058817462348,4.624972813284271,1.594493753296243,Synthetic,A
,,107.0,,57.50933260703126,6.361143394820937,3.0,5.385212608558321,Seam Top -3,,451.5869121900269,1.9527676894735282,,5.165578024342844,57.50933260703126,6153.498588952345,59.54868602316627,5.756788765331834,4.240762263213957,2.1203811316069787,0.6692476942169658,4.08679423045571,,6.1127678508768675,4.051947240842316,8.724776075304224,4.672828834461906,1.8502081402536081,Synthetic,A
,,159.0,,38.236663160940196,6.070159586289389,5.0,4.338385135358477,Seam 4Floor ,,517.2595785305217,1.5198797611206958,,2.0,38.236663160940196,6079.629442589491,83.65050150291141,6.633916286300189,4.046773057526259,2.0233865287631296,0.418631227203399,4.426647422667838,,6.248544834637898,3.643794823940123,8.712699026160355,5.0689042022202315,1.8033848957125247,Synthetic,A
,,68.0,,45.72058069585329,5.364557939869183,4.0,4.259319823806783,Seam 5floor ,,436.1299080569124,1.6599025059909214,,3.9701145831231917,45.72058069585329,3108.999487318024,64.50004253367962,7.821779065388023,3.5763719599127883,1.7881859799563942,0.5067588693129295,4.1666658832384025,,6.077940153228453,3.8225485399801005,8.042056245156207,4.219507705176107,1.6798139756457484,Synthetic,A
,,132.0,,25.661843486403832,4.796614418773819,5.0,3.6876466384189484,Seam 4Floor ,,442.7079374431891,1.3140636024752728,,10.464746220463214,25.661843486403832,3387.363340205306,87.39234294440374,7.6065271041191345,3.1977429458492126,1.5988714729246063,0.27312432260125025,4.470407669491803,,6.092910269198299,3.2450051994129923,8.127807121999362,4.882801922586371,1.5679103396299008,Synthetic,A
,,74.0,,32.93265811346052,6.4939118477762605,4.0,5.375951309016349,Seam Top -5,,465.50046457665076,1.5909790046794987,,8.426313403869127,32.93265811346052,2437.0167003960782,81.11603724415512,9.429547793888736,4.329274565184173,2.1646372825920865,0.46434955296405156,4.395880688109153,,6.143113094733059,3.4944648132478138,7.798529906451984,4.30406509320417,1.8708650991777203,Synthetic,A
,,119.0,,52.46785856112802,4.039864002878712,3.0,5.488449539018533,Seam Top -3,,504.219325233907,0.7832421667631423,,5.875308858789554,52.46785856112802,6243.675168774234,69.61018970357898,6.381155627911952,2.6932426685858077,1.3466213342929039,-0.24431335014061517,4.24291096041144,,6.223011342527645,3.96020076423241,8.73932425734394,4.77912349311153,1.3962110287526748,Synthetic,A
,,54.0,,40.95646180966509,5.164404202880097,4.0,3.652289185055012,Seam 5floor ,,461.18808028564746,1.6015366580155057,,5.918895568964327,40.95646180966509,2211.648937721915,72.06375010286779,9.806634261303602,3.442936135253398,1.721468067626699,0.4709635796056114,4.277551145360065,,6.133805943060152,3.7125095954001734,7.701493641964448,3.9889840465642745,1.641789743135789,Synthetic,A
,,107.0,,20.0,5.822084224089727,4.0,4.479214951228737,Seam 4 Floor ,,439.2026492369724,1.044953208526805,,7.337091276387618,20.0,2140.0,98.20869795918664,9.494193185881011,3.881389482726484,1.940694741363242,0.04397210788490236,4.587094785360454,,6.084960922137448,2.995732273553991,7.668561108015897,4.672828834461906,1.761658311740559,Synthetic,A
,,90.0,,30.34676859508364,5.237845583079858,3.0,6.0,Seam Top -3,,454.2615108147724,1.2604988088938789,,4.85408613295086,30.34676859508364,2731.2091735575273,82.46121214513698,8.692174966565739,3.491897055386572,1.745948527693286,0.23150752269805178,4.412328026966214,,6.118673047218893,3.412690040505357,7.912499710835622,4.499809670330265,1.655910265521125,Synthetic,A
,,148.0,,35.632072113952454,6.498239865171137,5.0,3.630062861768306,Seam 4Floor ,,524.6801510286052,1.2936693416589078,,5.798109967467693,35.632072113952454,5273.5466728649635,87.89700871909498,7.225089610294686,4.3321599101140915,2.1660799550570458,0.25748263147656386,4.476165773612593,,6.262788840795888,3.5732461343665913,8.570458408130706,4.997212273764115,1.8715313502576951,Synthetic,A
,,132.0,,58.48553970544241,4.760142783622854,7.0,3.1474566653781375,Seam 3 floor ,,509.95762796559643,2.007898187606193,,6.892819509601172,58.48553970544241,7720.091241118398,66.6821879656397,5.8039394875279005,3.173428522415236,1.586714261207618,0.6970884971606528,4.199937870266272,,6.234327639846437,4.068779539160329,8.9515814617467,4.882801922586371,1.560277664352864,Synthetic,A
,,108.0,,51.89988201297552,4.431657925120114,7.0,4.691452217232399,Seam 3 floor ,,482.625966324449,1.8460143319295943,,11.34606023311252,51.89988201297552,5605.187257401356,66.9927026910653,6.446375822071186,2.9544386167467427,1.4772193083733713,0.613028899826034,4.204583698400564,,6.1792419568086565,3.949316516816186,8.631447743940406,4.68213122712422,1.4887737635059617,Synthetic,A
,,157.0,,32.461049717834854,7.077396782912796,5.0,4.56830238585228,Seam 4Floor ,,566.7683058781049,0.975694589601801,,2.947178926314196,32.461049717834854,5096.384805700072,99.47736575313495,7.93915809089656,4.7182645219418635,2.3591322609709318,-0.02460566202883512,4.5999301384190865,,6.339950588606825,3.480040900375475,8.536286705723782,5.056245805348308,1.95690615406328,Synthetic,A
,,106.0,,53.66753037249583,4.101434527744376,7.0,3.7715163382112875,Seam 3 floor ,,504.9326787635771,1.9101104068937618,,7.580391525596102,53.66753037249583,5688.758219484558,68.92514260995752,6.694601657800999,2.734289685162917,1.3671448425814585,0.6471610450443335,4.233021025967677,,6.224425111009819,3.9828081700842857,8.646247264196353,4.663439094112067,1.411336797330545,Synthetic,A
